Date,L'Aquila,Teramo,Pescara,Chieti,Potenza,Matera,In fase di definizione/aggiornamento,Cosenza,Catanzaro,Reggio di Calabria,Crotone,Vibo Valentia,Caserta,Benevento,Napoli,Avellino,Salerno,Piacenza,Parma,Reggio nell'Emilia,Modena,Bologna,Ferrara,Ravenna,Forlì-Cesena,Rimini,Udine,Gorizia,Trieste,Pordenone,Viterbo,Rieti,Roma,Latina,Frosinone,Imperia,Savona,Genova,La Spezia,Varese,Como,Sondrio,Milano,Bergamo,Brescia,Pavia,Cremona,Mantova,Lecco,Lodi,Monza e della Brianza,Pesaro e Urbino,Ancona,Macerata,Ascoli Piceno,Fermo,Campobasso,Isernia,Bolzano,Trento,Torino,Vercelli,Novara,Cuneo,Asti,Alessandria,Biella,Verbano-Cusio-Ossola,Foggia,Bari,Taranto,Brindisi,Lecce,Barletta-Andria-Trani,Sassari,Nuoro,Cagliari,Oristano,Sud Sardegna,Trapani,Palermo,Messina,Agrigento,Caltanissetta,Enna,Catania,Ragusa,Siracusa,Massa Carrara,Lucca,Pistoia,Firenze,Livorno,Pisa,Arezzo,Siena,Grosseto,Prato,Perugia,Terni,Aosta,Verona,Vicenza,Belluno,Treviso,Venezia,Padova,Rovigo
2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,12,1,5,7,0,8,0,2,0,0,0,0,1,2,15,2,0,1,1,0,0,2,5,0,12,17,10,0,23,22,5,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2020-07-06,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,1,0,2,8,2,3,5,1,1,1,7,0,0,1,0,0,0,6,1,0,0,0,3,1,1,0,1,5,29,17,0,1,0,0,3,5,1,0,0,0,0,0,0,1,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,7,0,0,1,0,0,0,0,0,0,0,0,1,1,6,3,0
2020-07-07,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,7,6,3,17,0,0,5,7,0,0,1,3,0,6,7,1,0,2,1,5,1,1,2,1,16,30,9,1,3,4,1,4,1,1,0,0,2,0,0,0,2,0,7,5,3,8,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,1,0,1,2,0,4,0
2020-07-08,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,3,0,1,14,0,0,2,1,0,0,1,0,0,0,30,3,0,2,0,1,0,5,1,1,35,28,14,4,5,15,1,0,6,1,1,2,0,0,0,0,3,0,6,3,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,3,6,1
2020-07-09,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2,4,1,5,3,0,9,23,12,2,0,1,0,0,1,0,0,0,21,2,0,5,1,13,3,3,5,1,17,56,17,0,7,12,3,3,3,0,0,0,1,0,0,0,5,3,2,4,0,2,0,2,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,4,4,1
2020-07-10,0,0,2,0,1,0,0,0,0,2,0,0,2,0,1,0,1,0,2,4,4,20,7,1,5,2,0,1,1,0,0,0,12,6,0,1,0,5,0,2,8,0,26,5,16,3,2,3,4,4,3,2,1,0,0,0,0,0,3,2,1,0,2,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,4,2,2,0
2020-07-11,3,1,1,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,3,7,20,19,11,4,2,2,0,0,0,0,0,0,19,1,0,0,0,0,0,1,1,0,6,21,6,0,6,27,1,0,7,0,0,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,2,1,1,1,4,0
2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,4,3,2,0,0,4,0,1,0,0,0,0,0,0,21,2,0,0,0,0,1,1,4,0,15,43,13,2,4,3,1,0,2,0,0,0,0,0,0,0,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0
2020-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,1,0,0,1,1,0,2,0,0,0,18,0,0,3,0,2,0,3,0,0,7,15,7,1,1,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,11,0,0,1,0,0,0,1,0,0,2,0,0,0,0,3,1,0,10,1,4,1
2020-07-14,0,2,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,1,1,0,5,6,2,3,0,0,0,1,0,0,18,2,0,1,1,2,0,0,0,1,18,15,8,1,1,8,3,1,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,2,2,0,0,2,2,0,8,1,8,0
2020-07-15,4,0,0,0,0,0,0,8,0,0,0,0,0,0,3,1,11,0,1,9,13,17,1,5,1,0,1,1,1,1,0,0,6,2,0,1,3,4,0,4,4,1,20,17,5,0,11,4,0,1,2,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,14,0,1,1,0,2,0,6,1,0,0,1,0,0,0,8,1,0,2,0,12,2
2020-07-16,0,0,0,1,0,0,0,0,1,0,0,1,2,0,1,1,1,3,0,6,4,21,9,7,0,0,0,0,2,1,0,0,11,1,1,0,1,0,0,4,1,0,9,18,13,2,4,1,2,4,3,2,0,0,0,1,0,0,4,0,8,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1,2,0,1,0,0,1,1,0,0,2,0,0,3,32,17,0
2020-07-17,0,0,1,0,0,0,0,6,1,0,0,0,0,0,8,0,7,1,3,9,6,8,3,11,0,1,0,0,0,4,1,0,19,0,0,0,12,4,0,3,1,2,24,29,9,1,1,3,3,8,4,1,1,0,0,1,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,2,10,2,15,0
2020-07-18,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,5,6,6,11,8,3,3,9,4,0,0,1,1,0,0,1,13,0,3,0,19,3,1,1,1,0,8,8,6,1,3,0,0,0,7,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,10,0,0,5,0,0,0,0,0,0,3,0,2,2,5,31,3
2020-07-19,1,0,1,4,0,0,0,0,0,0,0,0,4,0,1,0,0,1,7,6,7,7,1,4,4,3,4,0,0,0,0,0,15,0,0,0,10,1,0,1,2,0,11,22,5,0,2,0,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,34,1
2020-07-20,2,0,0,2,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,3,3,7,0,2,0,4,1,0,0,1,0,0,3,2,1,2,9,0,0,1,0,3,9,6,7,2,2,1,0,1,2,0,2,0,0,0,0,0,1,2,3,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,3,0,1,1,0,0,0,3,0,0,0,1,0,6,1,11,0
2020-07-21,0,0,1,0,1,2,0,1,0,0,0,0,6,0,3,0,11,2,4,3,13,16,6,3,0,10,2,0,0,0,0,0,13,1,2,0,6,1,0,6,1,1,19,7,10,0,0,0,1,4,6,0,1,0,0,0,4,0,0,20,1,0,1,1,1,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,3,0,1,0,0,0,2,2,0,0,2,1,4,0,13,17,3
2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
