Date,L'Aquila,Teramo,Pescara,Chieti,Potenza,Matera,In fase di definizione/aggiornamento,Cosenza,Catanzaro,Reggio di Calabria,Crotone,Vibo Valentia,Caserta,Benevento,Napoli,Avellino,Salerno,Piacenza,Parma,Reggio nell'Emilia,Modena,Bologna,Ferrara,Ravenna,Forlì-Cesena,Rimini,Udine,Gorizia,Trieste,Pordenone,Viterbo,Rieti,Roma,Latina,Frosinone,Imperia,Savona,Genova,La Spezia,Varese,Como,Sondrio,Milano,Bergamo,Brescia,Pavia,Cremona,Mantova,Lecco,Lodi,Monza e della Brianza,Pesaro e Urbino,Ancona,Macerata,Ascoli Piceno,Fermo,Campobasso,Isernia,Bolzano,Trento,Torino,Vercelli,Novara,Cuneo,Asti,Alessandria,Biella,Verbano-Cusio-Ossola,Foggia,Bari,Taranto,Brindisi,Lecce,Barletta-Andria-Trani,Sassari,Nuoro,Cagliari,Oristano,Sud Sardegna,Trapani,Palermo,Messina,Agrigento,Caltanissetta,Enna,Catania,Ragusa,Siracusa,Massa Carrara,Lucca,Pistoia,Firenze,Livorno,Pisa,Arezzo,Siena,Grosseto,Prato,Perugia,Terni,Aosta,Verona,Vicenza,Belluno,Treviso,Venezia,Padova,Rovigo
2020-05-07,0,2,2,2,0,0,0,0,0,1,0,0,4,0,8,12,0,34,6,7,7,35,10,0,10,2,0,2,6,1,3,3,47,0,0,10,13,49,6,75,30,10,201,49,69,52,41,16,29,18,41,9,4,1,1,0,22,0,6,2,116,8,8,25,11,58,0,1,5,9,0,0,1,0,6,0,0,0,0,0,8,0,0,0,0,5,0,0,1,3,1,21,1,2,5,2,1,1,0,2,1,20,5,3,23,7,4,0
2020-05-08,0,1,7,0,0,0,0,0,0,3,0,0,1,0,7,8,1,12,19,16,13,31,2,2,14,12,1,1,5,1,0,0,38,3,3,4,10,0,9,16,10,4,178,46,46,38,23,13,34,42,31,11,4,5,0,1,20,0,9,7,108,11,26,6,5,11,5,5,5,20,0,4,0,2,3,0,0,1,0,0,2,1,2,0,0,3,0,4,0,5,4,9,4,2,0,0,0,0,0,1,1,17,8,1,19,5,2,1
2020-05-09,0,0,14,3,1,2,0,2,0,0,0,1,0,0,4,9,2,15,13,11,8,22,3,2,2,1,0,0,5,1,2,0,27,1,2,14,17,19,3,18,16,7,104,24,44,35,6,1,4,7,9,17,7,11,0,0,23,0,2,3,66,6,7,7,8,7,8,6,3,22,0,1,1,0,3,0,1,1,1,0,8,4,0,0,0,2,0,0,6,4,0,11,0,0,2,0,4,2,1,2,5,10,16,2,0,16,4,2
2020-05-10,0,0,4,0,0,1,0,1,1,0,0,0,1,1,11,0,0,14,17,3,23,11,2,2,3,5,2,0,6,0,1,2,21,0,1,12,3,30,2,14,8,1,114,50,70,24,2,0,50,6,19,8,0,1,1,0,13,0,3,2,66,15,6,5,6,2,0,12,5,7,1,0,1,0,0,0,1,0,2,0,3,0,0,0,0,9,0,0,1,1,0,6,0,1,3,0,0,1,0,1,1,2,1,0,2,3,5,1
2020-05-11,1,1,0,6,0,1,0,1,0,3,0,0,1,2,5,1,0,11,2,5,7,21,0,0,4,3,0,1,6,3,1,5,16,0,0,14,30,0,4,77,42,29,136,503,128,19,5,4,25,16,38,15,2,7,0,0,3,0,0,6,71,5,13,3,5,12,1,4,1,7,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,11,0,0,0,0,0,3,3,3,2,11,14,2,4,12,3,0
2020-05-12,0,0,12,0,2,0,0,0,0,1,0,1,1,0,8,4,1,5,0,5,7,21,0,0,10,2,1,1,1,5,0,11,25,0,0,2,20,44,1,29,10,4,105,24,94,29,18,11,22,8,29,15,1,2,0,0,15,0,3,9,88,6,34,10,9,11,5,1,2,2,1,2,3,0,0,0,0,1,0,0,3,0,4,2,0,0,0,2,3,2,2,7,3,7,2,0,0,1,0,0,3,10,2,0,5,6,1,2
2020-05-13,2,0,7,0,0,0,0,1,0,2,0,0,1,0,2,1,3,14,29,11,2,15,0,1,1,4,1,1,3,0,5,19,17,0,0,11,8,43,3,20,42,17,169,29,106,47,12,9,16,12,41,8,0,5,0,0,2,0,3,3,88,15,15,7,12,14,1,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,10,0,0,4,4,1,13,1,1,1,2,0,3,0,1,3,11,6,1,3,5,3,1
2020-05-14,0,0,7,5,0,0,0,1,0,0,0,0,1,0,12,2,0,7,7,9,10,12,1,5,0,4,1,1,9,3,1,8,63,0,1,3,0,62,1,13,14,1,66,24,60,23,18,6,17,12,37,10,0,5,0,0,4,0,0,3,89,9,22,13,12,10,0,0,4,1,0,5,0,0,3,0,0,0,0,0,2,0,0,4,0,2,0,0,0,1,1,18,2,1,1,0,0,0,1,1,6,19,13,0,4,4,1,1
2020-05-15,0,2,9,19,1,0,0,1,0,2,0,4,11,4,5,3,1,5,26,9,8,15,2,2,0,5,0,1,4,3,3,0,26,2,1,11,6,33,1,41,13,24,75,26,83,25,10,1,18,16,46,4,13,5,1,0,3,0,0,8,84,9,5,6,18,10,1,7,1,2,0,4,1,0,2,1,1,0,0,0,4,2,0,0,0,2,0,0,5,2,5,14,0,0,0,0,0,4,0,0,1,5,6,0,10,4,4,0
2020-05-16,0,1,5,2,1,1,0,0,0,0,0,0,0,0,3,4,1,5,0,3,14,12,0,5,6,5,0,3,3,2,2,2,39,4,2,10,9,28,1,3,4,4,110,46,56,35,10,9,11,10,22,3,6,11,1,3,1,0,3,12,45,4,4,3,7,7,0,0,1,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,1,10,0,18,0,1,2,1,1,1,2,0,0,4,2,2,2,2,2,1
2020-05-17,0,1,0,7,0,0,0,0,0,0,0,0,1,3,1,3,1,11,13,1,5,1,0,0,3,1,0,1,6,0,1,2,30,3,2,8,0,24,1,13,4,2,71,20,11,43,0,0,3,2,9,1,8,2,0,0,11,0,1,13,43,2,5,10,3,4,0,0,1,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,4,0,3,1,2,3,0,0,0,0,0,1,2,2,0,4,1,1,1
2020-05-18,0,0,4,0,1,0,0,0,1,1,0,0,1,1,4,5,1,3,10,8,3,12,0,3,3,5,0,1,3,1,0,0,8,0,15,4,27,39,0,9,13,9,102,144,41,25,12,3,39,16,42,2,0,1,0,0,0,0,5,7,53,4,38,2,2,7,1,0,1,0,0,7,1,0,0,0,1,0,0,0,4,0,0,0,0,1,3,0,0,0,0,5,0,1,0,0,1,0,3,0,1,32,6,0,3,3,1,1
2020-05-19,0,0,6,2,0,0,0,1,1,1,0,0,0,0,5,0,0,11,10,10,1,8,3,2,1,4,1,0,4,1,2,0,20,2,4,3,3,24,2,12,14,5,48,26,50,35,15,6,4,11,50,2,0,0,0,0,0,0,0,10,116,7,15,6,5,6,2,0,2,1,1,6,0,2,1,0,0,0,0,0,3,2,0,0,0,1,0,2,1,0,2,2,1,2,1,1,0,4,0,0,0,16,6,0,4,4,3,0
2020-05-20,0,0,9,1,0,1,0,0,0,0,0,0,4,0,2,2,0,2,23,4,4,10,1,1,2,6,1,0,4,1,2,0,15,1,6,0,11,49,0,10,18,21,83,48,77,23,15,8,9,7,8,1,0,4,0,6,1,0,0,10,57,2,13,9,3,16,2,1,1,4,0,2,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,3,7,3,2,0,1,0,2,1,2,1,0,1,0,2,4,4,0
2020-05-21,0,1,3,4,0,0,0,0,1,0,0,0,1,1,2,6,1,6,9,5,11,9,1,0,3,9,4,4,3,1,1,0,25,5,0,4,8,35,0,23,35,3,73,51,19,46,9,2,6,5,13,2,2,3,0,0,3,0,3,10,55,4,7,5,6,6,1,1,3,14,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,16,4,0,1,5,0,2,0,0,1,10,1,0,1,4,3,1
2020-05-22,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,3,1,2,12,3,0,11,0,0,3,12,0,1,4,1,0,0,15,1,2,1,2,34,1,44,34,7,88,102,72,33,9,4,11,8,12,0,1,1,0,1,4,1,0,7,33,0,5,10,1,10,1,1,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,1,0,0,0,0,0,6,0,0,3,1,1,0
2020-05-23,0,0,4,1,1,0,0,0,0,0,0,0,0,0,4,0,2,2,18,7,1,11,0,2,4,0,1,0,2,0,0,1,16,2,1,1,4,48,0,16,10,2,64,72,59,18,8,6,3,3,18,2,6,2,0,3,1,0,3,9,17,3,1,9,7,3,1,1,7,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,6,0,1,0,0,0,3,0,0,1,6,2,6,1,0,0,1
2020-05-24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,5,4,0,1,14,1,0,0,4,0,0,3,1,0,1,11,4,0,10,0,7,0,5,3,10,46,48,3,4,5,0,4,3,21,0,1,0,0,1,0,0,0,1,14,10,2,7,6,7,1,0,0,9,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,1,2,0,3,0,3,1,0
2020-05-25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,4,2,10,0,3,0,4,1,0,0,10,1,0,15,1,0,6,6,41,0,9,25,3,38,23,10,23,4,7,0,6,0,0,0,1,0,0,0,0,0,10,47,8,4,6,9,19,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,2,1,0,1,5,1,0
2020-05-26,0,1,2,2,0,0,0,0,0,1,0,0,2,0,2,0,1,4,5,1,1,2,0,0,0,3,0,2,1,1,1,0,9,0,1,1,11,27,0,17,7,2,68,198,33,23,16,1,0,22,6,0,0,0,0,0,2,0,0,7,38,0,11,4,12,7,0,2,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,3,1,1,0,4,1,2,0,0,1,2,0,0,0,0,4,3,0,3,0,0
2020-05-27,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4,0,2,6,21,1,8,30,1,1,1,5,0,1,6,0,0,3,14,3,1,0,4,22,0,12,31,23,76,69,90,9,13,2,5,13,14,0,0,1,0,0,1,0,2,3,29,6,4,3,4,14,0,1,1,0,1,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,8,4,1,1,0,1,0
2020-05-28,1,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,1,0,9,10,1,8,5,2,1,2,1,1,1,2,1,2,13,0,0,0,1,8,4,41,14,5,74,58,71,32,13,9,1,11,30,1,0,3,0,0,1,0,0,3,32,1,4,6,5,8,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0
2020-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,2,2,10,0,1,0,2,0,0,2,2,1,0,5,0,0,23,3,11,0,4,3,1,62,21,41,35,6,6,6,10,4,3,1,0,0,0,0,0,1,1,28,5,12,8,7,19,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,6,1,1,0,0,0,0,0,0,1,5,0,2,1,5,0,0
2020-05-30,0,0,5,2,0,0,0,0,0,0,0,0,1,1,1,1,0,10,7,1,5,5,1,1,1,0,1,0,1,0,0,0,11,1,1,5,0,7,0,25,13,3,32,43,44,10,11,12,7,6,4,1,1,1,0,0,0,0,1,1,20,4,7,6,13,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,3,0,0,1,0
2020-05-31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,2,1,8,1,0,1,0,1,0,0,0,0,1,6,2,1,1,0,50,5,3,1,1,18,8,6,1,2,0,2,0,3,0,0,0,0,0,0,0,1,2,12,0,1,1,4,2,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0
2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,2,1,5,1,0,0,2,2,0,0,0,0,0,5,0,1,1,7,11,0,10,26,4,45,14,36,23,3,8,6,2,7,0,0,1,0,0,0,0,0,0,25,1,4,3,5,17,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,3,0,3,0,0,1,1,0,0,0,1,3,0,0,4,0,0
2020-06-02,1,3,2,1,0,0,0,0,0,0,0,0,2,1,4,0,1,2,5,0,4,2,0,0,1,0,0,0,0,0,0,0,10,0,0,0,2,15,2,5,10,1,37,77,51,3,6,2,5,7,28,0,0,0,0,1,0,0,0,1,9,2,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2020-06-03,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,6,4,0,5,2,0,0,0,1,0,1,1,0,0,11,0,0,4,9,7,1,6,4,2,31,1,20,6,1,2,5,2,3,3,0,0,0,0,0,0,0,0,9,0,3,4,3,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0
2020-06-04,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,0,2,2,1,0,1,2,1,0,0,0,0,0,9,0,0,2,2,10,0,28,18,10,99,73,89,22,11,13,4,10,8,1,0,1,0,0,0,0,1,0,12,1,10,6,2,17,2,0,1,0,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,2,3,0,2,0,0,0
2020-06-05,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,6,1,2,4,1,0,0,1,1,0,0,2,0,0,18,3,0,4,2,6,1,3,9,0,59,12,18,11,7,6,1,3,4,2,0,0,0,0,0,0,1,1,22,1,1,7,3,3,0,0,3,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,3,0,1,2,1,1,0
2020-06-06,0,0,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,7,2,1,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,13,0,19,1,7,43,7,19,12,6,0,0,2,2,0,0,3,0,0,0,0,3,1,4,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,7,3,0,3,0,2,1,1,0,0,1,0,0,0,16,0,0,2,0,11,1,7,13,4,29,51,63,2,7,2,2,2,10,1,1,0,0,0,0,0,1,1,7,0,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,3,1,1,0,0,0,0,0,1,2,0,0,1
2020-06-08,0,0,1,0,0,1,0,0,0,0,0,0,2,0,3,1,0,1,5,3,0,4,1,1,0,3,0,0,0,0,0,0,19,0,3,0,2,6,0,14,11,7,46,52,24,5,3,4,2,9,8,0,0,0,0,0,2,0,0,3,7,0,4,6,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0
2020-06-09,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,7,8,1,1,4,2,0,0,1,2,0,0,0,0,6,11,1,0,5,4,11,0,10,7,0,27,10,12,6,15,2,1,4,2,2,0,1,0,0,0,1,0,0,8,0,2,4,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,3,1,0
2020-06-10,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,1,5,6,0,1,8,0,2,1,2,0,1,0,0,0,3,16,1,0,9,0,3,0,12,4,6,71,39,81,4,7,2,3,7,10,0,0,1,0,0,0,0,2,2,29,0,2,7,0,5,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,2,0,0,0,0,0,3,2,1,2,0,0
2020-06-11,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,9,0,1,14,3,1,2,1,1,0,1,1,0,1,24,2,0,2,0,5,0,14,13,11,88,34,30,23,4,1,4,11,24,0,0,1,0,0,0,0,2,2,16,3,0,3,2,5,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0
2020-06-12,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,2,2,15,2,0,1,0,1,0,2,3,0,0,25,0,0,0,2,2,0,5,6,1,97,22,21,16,15,3,4,1,13,0,1,1,0,0,0,0,2,3,10,2,5,2,1,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,9,1
2020-06-13,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,2,0,7,0,1,0,0,0,0,0,0,0,1,14,0,0,0,0,4,0,27,13,6,45,62,32,13,8,4,12,5,10,0,1,2,0,1,0,0,3,1,14,2,1,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0
2020-06-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,1,5,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,6,1,19,19,17,52,69,56,3,2,1,7,2,6,1,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-06-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,2,1,0,0,1,0,0,0,1,0,0,9,0,1,4,0,2,0,22,10,1,42,12,11,6,3,12,0,8,7,0,1,0,0,0,0,0,0,0,11,0,8,1,2,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,1,0,0,0,0
2020-06-16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,1,5,0,0,1,1,1,1,0,0,0,0,10,0,0,0,0,4,1,6,5,1,61,69,16,20,6,5,3,3,43,0,0,1,0,0,0,1,0,1,17,0,1,4,1,15,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
2020-06-17,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,6,4,2,2,16,0,0,0,2,1,0,0,1,0,0,8,1,0,0,2,6,0,13,12,12,52,55,41,12,3,1,4,0,6,0,0,4,0,0,0,0,2,8,5,2,12,3,2,5,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0
2020-06-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,12,2,0,1,2,1,0,0,1,0,0,8,1,0,0,2,5,0,7,8,3,43,32,21,7,6,12,3,2,7,0,0,0,0,0,1,0,2,1,7,1,4,7,1,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,13,0,0,69,0,2,0,2,0,2,2,0,0,2,1,0,0,0,0,0,0,1,0,0
2020-06-19,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,6,3,2,9,1,2,0,4,1,0,0,0,0,0,12,2,0,0,1,10,0,5,8,6,69,31,27,0,2,3,4,0,8,0,0,0,0,0,0,0,3,0,8,0,7,3,1,5,0,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0
2020-06-20,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,1,0,3,2,14,1,0,2,1,0,0,0,1,0,0,9,0,0,0,2,5,0,3,2,4,31,24,37,9,1,4,2,3,4,0,0,0,0,0,0,0,4,5,10,1,0,2,0,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0
2020-06-21,0,0,1,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,3,4,0,11,0,0,3,0,0,0,0,0,0,0,8,0,0,1,1,7,0,18,13,1,23,51,20,0,8,1,0,1,5,1,0,5,0,0,1,2,11,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-06-22,0,0,0,0,0,0,2,0,0,1,0,0,7,0,1,2,0,1,2,0,1,5,6,0,3,0,0,0,0,0,1,0,6,1,0,0,1,4,0,2,2,1,26,6,6,4,2,2,1,1,4,1,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,2
2020-06-23,0,154,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,27,14,0,49,38,0,0,0,0,0,2,0,29,15,14,3,3,10,2,6,1,1,0,3,0,0,0,0,1,387,7,1,3,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,62,0,0,25,0,0,0,0,0,0,1,1,1,0,0,0,1,0
2020-06-24,0,0,0,186,0,0,0,0,0,0,0,0,32,0,3,0,0,1,2,3,1,31,5,0,4,1,0,0,0,0,1,0,7,4,0,0,0,15,0,1,8,6,28,79,24,5,6,6,1,1,4,0,0,3,0,0,0,0,0,3,5,1,5,1,0,2,0,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0
2020-06-25,1,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,13,0,0,1,1,4,1,8,9,7,33,44,27,3,1,5,3,3,9,0,0,2,0,0,1,0,0,4,5,0,2,2,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,3,0,0,0,1,0
2020-06-26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,16,23,42,28,10,8,12,10,0,0,0,0,0,0,16,1,1,0,1,5,0,10,5,0,4,22,14,4,5,6,1,0,5,0,0,0,0,2,0,0,2,1,5,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,3,2,0,1,0,0,0,0,0,0,1,0,1,1,0
2020-06-27,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,4,5,2,2,3,0,0,0,1,0,0,14,0,0,1,0,3,0,3,1,2,16,20,27,6,6,4,3,0,7,0,0,0,0,0,0,0,1,3,2,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,2,2,4,3,0,0,0
2020-06-28,0,0,0,1,0,1,0,0,0,0,0,0,14,0,0,0,0,1,4,0,3,6,0,0,2,0,0,0,0,0,0,0,8,0,1,0,1,3,3,5,0,0,36,13,9,0,2,3,2,0,3,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2020-06-29,0,0,0,0,0,0,0,0,0,1,0,0,13,0,1,0,0,0,3,5,0,8,3,0,4,1,0,0,0,0,0,0,4,0,1,0,0,14,2,3,0,0,23,5,6,1,2,15,1,1,3,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0
2020-06-30,0,0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,1,1,0,0,4,8,3,1,0,1,1,1,0,2,0,0,8,1,0,4,0,1,0,1,1,0,21,22,18,1,4,22,4,5,6,1,0,0,0,0,0,0,3,1,5,0,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,3,0,0,0,0
2020-07-01,0,0,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,1,1,14,0,6,3,1,0,1,1,0,0,1,6,0,2,2,0,1,0,5,4,2,28,23,9,3,5,5,2,3,2,1,1,1,0,0,0,0,0,1,9,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,8,0,0,1,0,0,2,1,0,0,0,0,2,0,1,3,0,10,0,5,0
2020-07-02,1,0,0,4,0,0,0,0,0,0,0,1,10,0,0,0,2,1,3,1,2,17,0,0,2,0,0,0,3,1,0,0,10,1,0,1,0,2,0,4,2,3,24,22,15,11,10,3,4,4,4,0,0,0,0,0,0,0,0,6,2,0,1,6,0,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,2,1,0,0,0,3,1,0,0
2020-07-03,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,2,3,16,0,18,3,1,3,0,3,2,0,0,29,0,3,2,0,9,1,0,3,2,19,31,13,0,2,13,1,4,4,0,0,0,0,0,0,0,3,2,4,1,0,1,4,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,3,0,3,0,0,1,0,0,1,0,1,0,1,0
2020-07-04,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,2,7,8,1,1,2,0,0,0,0,0,1,0,11,1,1,3,1,9,1,3,5,0,16,33,6,3,5,17,1,2,5,0,1,0,0,0,0,0,2,0,5,3,0,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,1,2,1,0,1,2,0
