"","Date","Daily","Humidity","Temperature","pm25","pm10","no2","o3","retail","grocery","parks","transit","work","home","date","mean","median","lower_80","upper_80","infections","test_adjusted_positive","test_adjusted_positive_raw","positive","tests"
"11",2020-03-05,8,76,8.5,25,11,28.8,15.5,-16,-5,-13,-32,-14,8,2020-03-05,1.46123509822705,1.45893102527962,1.36060776997291,1.57922553869941,73.3247672383829,20.0567728326256,16.1136083498386,8,20
"12",2020-03-06,22,84.2,7.7,55,16,19.2,20.4,-17,-1,-9,-34,-15,8,2020-03-06,1.40158005724507,1.40070294159156,1.28301210357723,1.49709442342887,80.0434917846215,22.9287662902701,44.312422962056,22,32
"13",2020-03-07,8,84,7.7,65,24,22.4,17.1,-22,5,-8,-31,-18,8,2020-03-07,1.3452360355226,1.34220855966689,1.24717016889098,1.44419309387342,86.6594705393881,26.287825078392,16.1136083498386,8,27
"14",2020-03-08,13,69.1,6.9,30,11,22.4,24.4,-37,7,26,-33,-13,7,2020-03-08,1.28822240481554,1.28847131050877,1.18041965588529,1.36974039937004,93.0114691989201,29.9795331877887,26.1846135684877,13,57
"15",2020-03-09,18,71.4,7.7,55,20,26.6,19.1,-34,-4,-21,-45,-20,12,2020-03-09,1.23313732164084,1.23262257655447,1.14176805096112,1.32364068942896,98.96094163146,34.2036995360784,36.2556187871368,18,49
"16",2020-03-10,6,65.5,9.5,59,21,28.8,21.6,-44,-5,-23,-50,-27,16,2020-03-10,1.18310788994733,1.18214957569317,1.09545929602618,1.26940496879161,104.301175115848,38.5718310824702,12.0852062623789,6,24
"17",2020-03-11,22,57.5,11.5,53,17,25.6,26.4,-50,-11,-20,-54,-32,18,2020-03-11,1.13737998845371,1.13705926844254,1.04988889340893,1.2221100801558,109.044524192817,43.3543700224664,44.312422962056,22,122
"18",2020-03-12,14,74.5,13,70,26,25.6,22.8,-68,-17,-51,-63,-40,23,2020-03-12,1.09437363476371,1.09123444663735,1.01178039547897,1.17505143918443,113.002730892881,48.4975638261191,28.1988146122175,14,65
"19",2020-03-13,33,75.3,14.1,42,18,22,18.3,-73,-18,-61,-68,-46,27,2020-03-13,1.05307251043174,1.05190095588541,0.980397479340002,1.13839859889803,116.150487470911,53.9276640824312,66.4686344430841,33,124
"20",2020-03-14,40,77,11,63,25,11.9,19.1,-84,-37,-78,-76,-57,26,2020-03-14,1.01645641161912,1.01636571901479,0.942187596404106,1.08417416715471,118.478355512483,59.5639820519166,80.5680417491928,40,132
"21",2020-03-15,35,67.5,7.2,30,10,9.2,24.4,-90,-56,-72,-80,-53,22,2020-03-15,0.984707352867968,0.982563151153406,0.915464382672455,1.06074017413628,119.954568014499,65.3888760886325,70.4970365305437,35,157
