"","Date","Daily","Humidity","Temperature","pm25","pm10","no2","retail","grocery","parks","transit","work","home","date","mean","median","lower_80","upper_80","infections","test_adjusted_positive","test_adjusted_positive_raw","positive","tests"
"103",2020-06-05,5,90.5,20.1,30,15,8.7,-27,-12,21,-33,-29,10,2020-06-05,1.04710995163333,1.0419826186563,0.965533188075207,1.1554875907351,2.33075051340801,2.82083292554374,2.57151482311049,5,1607
"104",2020-06-06,4,90.5,20.2,25,15,4.6,-26,-16,67,-18,-18,3,2020-06-06,1.05277916431812,1.05111252894384,0.970438342335006,1.15428653890072,2.3474698031288,2.75163324432901,2.08972152755426,4,1582
"105",2020-06-07,1,92.8,20.7,21,12,6.4,-33,-24,5,-28,1,3,2020-06-07,1.05831413441262,1.05666526654541,0.95844505031955,1.1532960367905,2.36739364070875,2.69146427845063,0.45536356151389,1,1815
"106",2020-06-08,2,90.6,19,21,13,5.5,-23,-14,9,-35,-28,10,2020-06-08,1.0646433080794,1.06490671817999,0.954785715285541,1.1552636985229,2.39051215614182,2.63979474225607,4.09556424255555,2,236
"107",2020-06-09,1,80.8,17.2,25,14,7.4,-24,-15,23,-32,-28,9,2020-06-09,1.07067842825916,1.07228203685141,0.960146421512609,1.16121449516432,2.41642614900087,2.59613646257355,0.422106672189842,1,1958
"108",2020-06-10,1,97.4,16.1,17,9,11.9,-27,-17,-12,-37,-29,11,2020-06-10,1.07421205064629,1.07204040798656,0.961879827749196,1.16613404177826,2.4452180040095,2.56001453851254,0.894464138687999,1,924
"109",2020-06-11,5,87.6,17.8,25,9,11.5,-21,-10,14,-32,-28,9,2020-06-11,1.08074084208966,1.07485112851801,0.985294222407572,1.18514385280011,2.47700435658251,2.53095045149324,4.06334741468884,5,1017
"110",2020-06-12,5,81.9,20.6,30,11,30.7,-20,-12,61,-27,-28,7,2020-06-12,1.08099943584216,1.07546658337568,0.97585760521727,1.17497997359498,2.51125801170587,2.50843525816639,2.78465250723622,5,1484
"111",2020-06-13,7,92.7,18.3,NA,10,NA,-27,-15,39,-23,-15,4,2020-06-13,1.08296092101308,1.07906265833192,0.979904059087022,1.18199765602676,2.54803956355084,2.49199675731978,2.98832337243491,7,1936
"112",2020-06-14,6,96.9,19.2,17,7,5.1,-26,-20,21,-26,5,2,2020-06-14,1.08583517561382,1.08225675308357,0.983402401779647,1.17979814856214,2.58658932373085,2.48122198286812,3.60385841924874,6,1376
"113",2020-06-15,3,93.4,20.2,34,16,6.4,-17,-12,36,-29,-26,6,2020-06-15,1.08692975870461,1.08225439610622,0.982318327290126,1.18736737024721,2.62615612678856,2.47571479292861,6.14334636383333,3,384
"114",2020-06-16,0,98.8,19.3,30,12,14.2,-17,-12,52,-28,-26,7,2020-06-16,1.0886623362371,1.08771181420375,0.994494698566451,1.20478277562285,2.66727356899267,2.47511695149271,0,0,0
"115",2020-06-17,0,95.8,20.9,30,17,6,-18,-11,34,-28,-27,8,2020-06-17,1.08791164220096,1.08466271282357,0.991405114362813,1.19975321759878,2.71006111149245,2.47913218898493,0,0,0
"116",2020-06-18,1,82.6,20.9,21,12,9.2,-16,-11,52,-25,-26,6,2020-06-18,1.08806281070693,1.08598644149036,0.986434359328116,1.19691129420089,2.75414676261372,2.48747480742762,1.06368708384519,1,777
"117",2020-06-19,2,72.5,20.3,21,10,9.6,-15,-9,81,-21,-26,5,2020-06-19,1.08677882142276,1.08164517127294,0.978398724941772,1.19965468431068,2.79898225868917,2.4998874536833,4.09556424255555,2,242
"118",2020-06-20,0,74.6,22.2,25,10,7.8,-19,-14,117,-7,-12,-1,2020-06-20,1.08627936399956,1.08749472132246,0.970689542874232,1.19360590901847,2.84437795073252,2.51609758092769,0,0,0
"119",2020-06-21,1,83.9,21.3,38,10,13.8,-22,-19,55,-11,9,-4,2020-06-21,1.08478002577658,1.08416198160782,0.978289486505848,1.19809487676678,2.89018938688028,2.53578865174463,1.75102725455024,1,472
"120",2020-06-22,0,71.7,23.4,38,12,15.1,-12,-8,71,-24,-26,5,2020-06-22,1.08341127360164,1.07969131810304,0.98109130012177,1.20431084927196,2.93639216294477,2.55867139389224,0,0,0
"121",2020-06-23,1,66.9,25.7,46,16,15.6,-12,-8,90,-21,-26,4,2020-06-23,1.08065225892233,1.0773075911138,0.962054590167636,1.18624450878458,2.98279679809017,2.58450333704291,2.04778212127778,1,216
"122",2020-06-24,0,65.8,24,50,15,16,-13,-10,81,-23,-30,5,2020-06-24,1.07930107370732,1.07867678478261,0.974497347541466,1.21472130075693,3.0292075161558,2.6130543169012,0,0,0
"123",2020-06-25,0,66.9,25.5,42,17,17.9,-13,-7,76,-21,-25,4,2020-06-25,1.07884312112966,1.07708347070924,0.958821798895051,1.20018632165972,3.07521370904334,2.64408131952265,0,0,0
"124",2020-06-26,0,66.9,25.3,46,16,13.8,-13,-7,105,-17,-26,4,2020-06-26,1.07757082441766,1.0812960011673,0.941623293753421,1.19694919022213,3.12081478057215,2.67733400293342,0,0,0
"125",2020-06-27,2,58,25.5,42,13,13.3,-18,-12,134,-3,-14,-3,2020-06-27,1.07477452776187,1.07436950598456,0.944852638045359,1.19883878185489,3.1666611840408,2.71256208974439,4.09556424255555,2,287
"126",2020-06-28,0,48.5,25,38,15,11.9,-21,-17,65,-6,12,-6,2020-06-28,1.07402561962466,1.07305113403729,0.922186183231441,1.1839554268242,3.21291446678565,2.74953878645632,0,0,0
