Date,Daily,Humidity,Temperature,pm25,pm10,no2,o3,retail,grocery,parks,transit,work,home,date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,avg_pm25
7/13/20,0,55,21.5,34,10,12.8,36.6,-6,-8,73,-21,-22,1,07/13/0020,1.083756795,1.0777393,0.91583236,1.257413401,10.18371308,8.244922951,0,0,0,
7/14/20,5,67.5,16.8,NA,NA,NA,NA,-5,-8,80,-24,-24,2,07/14/0020,1.084054648,1.084539015,0.892888829,1.24874992,10.37729424,8.428402051,3.523696895,5,872,
7/15/20,0,NA,NA,NA,NA,NA,NA,-6,-8,64,-26,-22,2,07/15/0020,1.084392867,1.077825215,0.883243572,1.243827407,10.58055805,8.609806218,0,0,0,
7/16/20,17,NA,NA,NA,NA,NA,NA,-5,-10,71,-24,-23,2,07/16/0020,1.087628999,1.07720791,0.901249447,1.278855466,10.79513726,8.789587531,10.32317841,17,1012,
7/17/20,21,NA,NA,NA,NA,NA,NA,-6,-5,57,-23,-25,3,07/17/0020,1.088546809,1.076760682,0.866499549,1.26014248,11.02113345,8.968421079,9.896616187,21,1304,
7/18/20,8,NA,NA,NA,NA,NA,NA,-11,-12,60,-6,-13,-4,07/18/0020,1.089779145,1.078657119,0.869767638,1.266430159,11.26313706,9.147192409,7.657728828,8,642,
7/19/20,3,NA,NA,NA,NA,NA,NA,-15,-16,57,-6,16,-8,07/19/0020,1.088983862,1.076579431,0.875401333,1.27927716,11.52380363,9.326789098,6.042603131,3,117,
7/20/20,7,NA,NA,NA,NA,NA,NA,-5,-10,77,-21,-23,1,07/20/0020,1.088453799,1.076250081,0.871153469,1.288014881,11.80206869,9.508061623,13.19548825,7,326,
7/21/20,7,NA,NA,NA,NA,NA,NA,-5,-9,80,-25,-24,2,07/21/0020,1.088815651,1.073120061,0.85184519,1.279948676,12.09555193,9.69201354,3.702004448,7,1162,
7/22/20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/22/0020,1.088316237,1.074173599,0.843111366,1.284248456,12.4040962,9.879784126,10.71081026,16,918,
