"","Date","NPI","Daily","Humidity","Temperature","pm25","npi","date","mean","median","lower_80","upper_80","infections","test_adjusted_positive","test_adjusted_positive_raw","positive","tests"
"126",2020-06-27,62.81999969,2,69.1,22,53,60,2020-06-27,0.796876047269728,0.793425566499216,0.705407868571554,0.899045303039135,6.15900981069317,10.1354424458295,8.41590358005345,5,683
"127",2020-06-28,62.81999969,1,61.5,25.1,46,60,2020-06-28,0.797259218326633,0.795107279429879,0.695514138741248,0.895187292116527,5.90387681124584,9.77431231405522,6.87567242245994,2,225
"128",2020-06-29,62.81999969,6,60,26.3,50,60,2020-06-29,0.797694684829462,0.797031061883577,0.701142689612224,0.912384257141278,5.65913729798721,9.42143631034573,3.43783621122997,1,265
"129",2020-06-30,62.81999969,5,65.5,25.1,25,60,2020-06-30,0.795711604850607,0.792149137636834,0.684126894017302,0.897412543354403,5.42580231333291,9.07705711714046,6.87019379901575,6,1004
"130",2020-07-01,62.81999969,9,68.5,24.7,46,60,2020-07-01,0.795961626757864,0.790616555520266,0.689685269906304,0.908993172103365,5.20353317193511,8.7412990261203,7.80986704507678,5,736
"131",2020-07-02,62.81999969,2,66.2,23.5,38,60,2020-07-02,0.796653994730427,0.787554472590312,0.670194488549636,0.905543492564424,4.99064359100179,8.41421358320725,9.27938283526252,9,1115
"132",2020-07-03,62.81999969,4,66.5,20.8,25,60,2020-07-03,0.796157057033168,0.78915179826543,0.676285067952812,0.917473872902746,4.78682424363319,8.09583618817534,6.87567242245994,2,153
"133",2020-07-04,62.81999969,5,59.5,24.3,21,60,2020-07-04,0.796614322349632,0.787032404673431,0.657499963236388,0.910939518228169,4.59305262680448,7.7862109792362,7.75455264104756,4,593
"134",2020-07-05,55.13000107,1,56.7,26.1,30,60,2020-07-05,0.796608853690511,0.786138358968832,0.667572270860906,0.93060499050443,4.40897554551315,7.48545498244048,12.0001297394082,5,479
"135",2020-07-06,55.13000107,0,56.6,28,50,60,2020-07-06,0.796530027667965,0.785865893030158,0.651135320149456,0.922495155310391,4.2341617314746,7.19380294577925,3.43783621122997,1,38
"136",2020-07-07,55.13000107,7,52.3,24.1,30,60,2020-07-07,0.796879106133525,0.786861492599973,0.647233987371354,0.925965810954049,4.06833706047794,6.91151763874446,0,0,0
"137",2020-07-08,NA,6,54.3,24.5,46,NA,2020-07-08,0.797843858895517,0.786664746120343,0.645888158777213,0.929759785739255,3.91108157258476,6.63874333808835,14.1428594081672,7,569
"138",2020-07-09,NA,2,55.5,25.8,57,NA,2020-07-09,0.798064410706827,0.790116292294848,0.653552210258409,0.946958853304519,3.76212320101855,6.37553444038398,10.0843195529412,6,684
"139",2020-07-10,NA,1,59.6,24.5,61,NA,2020-07-10,0.797578234825911,0.791749547215182,0.641548396566863,0.946646333583413,3.62153271982728,6.12195585382053,6.87567242245994,2,325
"140",2020-07-11,NA,3,65,24.8,53,NA,2020-07-11,0.797511198755998,0.788755934624772,0.61576022765342,0.927861996900782,3.48892645591479,5.87805145094192,3.43783621122997,1,196
"141",2020-07-12,NA,4,58.7,23.8,25,NA,2020-07-12,0.797490602521444,0.786828351136819,0.647065117070444,0.960393806951334,3.36347623605763,5.64380959651592,4.05268776393173,3,851
"142",2020-07-13,NA,1,58,22.5,NA,NA,2020-07-13,0.797391625357395,0.789664189058726,0.61871893276937,0.939920433107172,3.24469830293451,5.41917051099544,13.7513448449199,4,146
