Date,Day,NewDeaths,Daily,C1_SchoolClosing,C1_Flag,C2_WorkplaceClosing,C2_Flag,C3_CancelPublicEvents,C3_Flag,C4_RestrictionsOnGatherings,C4_Flag,C5_ClosePublicTransport,C5_Flag,C6_StayAtHomeRequirements,C6_Flag,C7_RestrictionsOnInternalMovement,C7_Flag,C8_InternationalTravelControls,E1_IncomeSupport,E1_Flag,E2_Debt_contractRelief,E3_FiscalMeasures,E4_InternationalSupport,H1_PublicInformationCampaigns,H1_Flag,H2_TestingPolicy,H3_ContactTracing,H4_EmergencyInvestmentInHealthcare,H5_InvestmentInVaccines,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay,Humidity,Temperature,pm25,pm10,co,no2,o3
06/13/2020,79,116,907,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,850514,42720,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/14/2020,80,50,357,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,867624,43332,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/15/2020,81,47,617,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,888271,43959,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/16/2020,82,149,1490,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,923189,45241,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/17/2020,83,104,2100,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,955377,46510,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/18/2020,84,165,277,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,978142,47748,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/19/2020,85,124,2500,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1032913,48954,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/20/2020,86,159,1380,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1067579,49976,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/21/2020,87,41,301,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1085038,50617,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/22/2020,88,43,492,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1106470,51271,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/23/2020,89,125,1400,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1145906,52645,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/24/2020,90,87,982,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1188631,53830,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/25/2020,91,74,862,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1228114,54971,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/26/2020,92,103,983,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1274974,55961,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/27/2020,93,102,134,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,127000000,NaN,1313667,57070,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/28/2020,94,27,774,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1344143,57622,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/29/2020,95,24,291,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1368195,58314,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
06/30/2020,96,133,585,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1402041,59594,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
07/01/2020,97,68,943,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1448753,60632,77.31,77.31,76.9,76.9,66.35,66.35,69.32,69.32,50,50,-1,-1,-1,-1,-1,-1,-1
07/02/2020,98,71,736,3,0,2,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1496858,61884,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/03/2020,99,102,833,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1539081,63174,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/04/2020,100,78,585,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1577004,64265,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/05/2020,101,29,200,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1603055,64867,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/06/2020,102,26,363,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1623284,65487,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/07/2020,103,131,1060,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1668589,66741,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/08/2020,104,46,805,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1713160,67964,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/09/2020,105,77,933,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1755779,69184,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/10/2020,106,76,631,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,30740000.32,0,NaN,1800827,70398,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/11/2020,107,48,75,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1839850,71469,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/12/2020,108,8,8,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1864681,72100,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/13/2020,109,45,525,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1884967,72833,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/14/2020,110,77,486,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,244733580,0,NaN,1926824,74133,81.02,81.02,80.48,80.48,68.91,68.91,72.35,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
07/15/2020,111,68,368,3,0,3,0,2,0,4,0,2,0,2,0,2,0,4,1,1,1,0,0,2,1,2,0,0,0,NaN,1966748,75366,NaN,81.02,NaN,80.48,NaN,68.91,NaN,72.35,50,50,-1,-1,-1,-1,-1,-1,-1
