"","Date","Daily","Humidity","Temperature","pm25","pm10","no2","o3","retail","grocery","parks","transit","work","home","date","mean","median","lower_80","upper_80","infections","test_adjusted_positive","test_adjusted_positive_raw","positive","tests"
"82",2020-05-15,7,67.7,18.7,21,13,7.8,33.3,-56,-19,-22,-55,-38,19,2020-05-15,0.765154150370832,0.763602496517943,0.703151674169265,0.838520226844447,3.7928481129644,8.47603955198303,8.33788737600072,7,292
"83",2020-05-16,26,71,16.6,38,20,7.8,30.1,-61,-23,-38,-54,-36,16,2020-05-16,0.772904219755301,0.771114650121073,0.702725387588883,0.842666435269823,3.59820229751938,7.99273877435458,10.241262086814,26,883
"84",2020-05-17,0,68.7,20,55,20,8.7,35.8,-67,-45,-1,-54,-20,12,2020-05-17,0.780050176994199,0.777723176806401,0.704458891742577,0.844640372425941,3.41912587674873,7.53768323088294,0,0,0
"85",2020-05-18,13,65.5,21.6,53,23,12.8,36.2,-36,-19,1,-46,-31,13,2020-05-18,0.790053005427788,0.787588165300429,0.708037811509065,0.846331971290679,3.25454532279046,7.10974946539079,3.89785966493827,13,1160
"86",2020-05-19,10,76.3,18.3,57,27,11,27.3,-41,-18,-21,-49,-33,16,2020-05-19,0.801009164777081,0.798660016252522,0.735415930075591,0.868310306742351,3.10329835409606,6.7077604049648,7.67790322860994,10,453
"87",2020-05-20,10,65.2,19.3,42,16,12.4,41.1,-38,-16,-7,-47,-33,15,2020-05-20,0.812277232566901,0.810498781983735,0.738775145569328,0.877399555641896,2.96509982386772,6.33053798151982,4.91950518042475,10,707
"88",2020-05-21,23,53.7,21.1,42,16,15.1,41.9,-35,-16,23,-43,-33,14,2020-05-21,0.823837357774695,0.823993190042635,0.753607937170665,0.889455538051092,2.8399813014152,5.97687630715413,7.14250658382919,23,1120
"89",2020-05-22,9,59,22.2,55,19,14.2,50.6,-36,-11,15,-45,-32,14,2020-05-22,0.836077686001298,0.837592911209396,0.762353771858805,0.910534679148447,2.72718892029847,5.64564418439707,9.31631293542938,9,336
"90",2020-05-23,12,61.2,23.4,46,17,8.7,41.9,-36,-14,23,-36,-25,8,2020-05-23,0.848678676202992,0.851373990587262,0.774874714250951,0.92297570725884,2.62572931600659,5.3358053605513,5.8455296849753,12,714
"91",2020-05-24,18,60.2,20.9,30,10,8.7,40.3,-43,-29,24,-43,-8,6,2020-05-24,0.862317862116937,0.861591747963265,0.780371067920587,0.932199149806392,2.53481202432573,5.04636678973622,5.25214957433603,18,1192
"92",2020-05-25,4,49.7,20.9,30,11,13.3,43.9,-30,-17,23,-42,-29,11,2020-05-25,0.877131619523733,0.875826836295993,0.793354589996313,0.941955967261418,2.45377308885927,4.7763540911378,7.34937171169636,4,163
"93",2020-05-26,0,45,19.5,30,13,8.3,40.7,-31,-14,25,-42,-30,12,2020-05-26,0.892499189224936,0.893550413215242,0.8050196133978,0.95661157403413,2.38224714556402,4.52484876639998,0,0,0
"94",2020-05-27,5,43,20.9,30,12,11.5,41.1,-31,-13,27,-41,-30,12,2020-05-27,0.908736579717457,0.907984546595623,0.827664676934424,0.985991740009013,2.32004795285908,4.29102554635882,3.07795589607106,5,565
"95",2020-05-28,21,49.2,20.8,42,15,13.3,48,-31,-14,23,-42,-30,12,2020-05-28,0.925613095612178,0.924359297634366,0.844728603769303,1.00971783547826,2.26682604639493,4.07412530746467,6.15850703320121,21,1186
"96",2020-05-29,9,72.7,16.8,30,10,11.5,39.4,-34,-11,-9,-47,-31,14,2020-05-29,0.942798912343966,0.942070566808605,0.846008424594209,1.0138883836424,2.22229583034781,3.87340227241372,5.9967071768281,9,522
"97",2020-05-30,1,54.6,21.3,38,13,9.2,40.3,-31,-10,30,-32,-21,6,2020-05-30,0.9604128114764,0.956625197408803,0.876912673810699,1.04452855279877,2.18627080582106,3.68810394597669,1.83734292792409,1,109
"98",2020-05-31,7,62,20.4,46,13,10.6,41.1,-36,-23,37,-39,0,4,2020-05-31,0.978233629168375,0.976906601615164,0.885718297631863,1.05053139871456,2.15844335579103,3.51748088718754,5.58408971053259,7,436
"99",2020-06-01,4,45.7,24.4,38,16,9.6,42.7,-14,3,88,-36,-44,11,2020-06-01,0.99545535524568,0.996124869698147,0.898358723870586,1.06756734002989,2.13855166565514,3.3608173131613,4.51700021111727,4,308
"100",2020-06-02,4,54.7,26.1,38,13,7.8,44.7,-34,-50,139,-44,-76,18,2020-06-02,1.01428901640174,1.01501155333907,0.921774959587507,1.09511073000444,2.12638602533171,3.21745163577481,2.77138658371339,4,502
"101",2020-06-03,5,55,22,30,10,13.8,37.8,-27,-7,21,-34,-28,9,2020-06-03,1.03059661666175,1.0303451507777,0.940140501469489,1.12257533493108,2.12165081774071,3.08676790224725,3.92560966428928,5,443
"102",2020-06-04,6,82.7,17,30,12,12.4,34.2,-33,-12,-29,-44,-30,13,2020-06-04,1.04775194843462,1.04820672671088,0.957070804309716,1.13302741456131,2.12436123726563,2.96819869771133,2.96849800503013,6,703
"103",2020-06-05,7,72.5,19.4,17,10,13.8,39,-22,-7,28,-36,-28,10,2020-06-05,1.06491348835048,1.06433778286876,0.961202462274694,1.14091087606744,2.13422684699331,2.86122510978058,2.02551007803013,7,1202
"104",2020-06-06,6,64.2,21.9,21,13,6.9,35.8,-22,-11,49,-24,-19,2,2020-06-06,1.0791884102453,1.07833219050983,0.989980547750852,1.17783646536718,2.1509808319583,2.76536481342404,1.85663175937383,6,1124
"105",2020-06-07,7,70.1,21.2,21,10,6.4,28.1,-30,-20,24,-34,0,2,2020-06-07,1.09343772860353,1.089274410493,0.999404597800199,1.19329847368762,2.17473913977886,2.68017311449935,1.49365835201976,7,1630
"106",2020-06-08,7,83.5,18.3,38,14,6.9,22.8,-24,-14,-2,-38,-26,9,2020-06-08,1.10688633522257,1.10520847853649,1.00429856553787,1.19630743423252,2.20516585544625,2.60524278851237,4.84028452046165,7,503
"107",2020-06-09,5,73.2,16.8,34,15,9.6,30.9,-23,-12,7,-37,-27,10,2020-06-09,1.11864967605283,1.11412290696414,1.01866903321809,1.21658256296445,2.24189437042763,2.54019228469675,1.80211925521259,5,965
"108",2020-06-10,8,74.5,17.3,25,11,9.2,32.5,-21,-10,13,-36,-27,9,2020-06-10,1.1306109284978,1.12626951804701,1.04027530023309,1.24291328918989,2.28495891181634,2.48467721865167,1.84514066979326,8,1508
"109",2020-06-11,6,81.7,16.9,34,13,10.6,33.3,-20,-10,11,-37,-27,9,2020-06-11,1.13935239751398,1.13411332038954,1.03052934160372,1.23405991755845,2.33411990629676,2.43837728959459,2.12727227067908,6,981
"110",2020-06-12,9,64.7,20.6,34,14,11,38.6,-16,-7,51,-32,-27,6,2020-06-12,1.14778698422931,1.14127079222802,1.03564545733736,1.23982233124857,2.38925273351473,2.40098713947736,2.69851822957265,9,1160
"111",2020-06-13,4,68.2,20,21,13,5.5,38.6,-23,-12,27,-27,-16,2,2020-06-13,1.15305996267045,1.14971943382629,1.04136683489363,1.245317891489,2.45004358455548,2.37223429094202,1.77680212646759,4,783
"112",2020-06-14,7,77,21.3,17,10,9.2,36.6,-22,-15,44,-27,7,0,2020-06-14,1.15728909779093,1.15303421677432,1.04434865596333,1.24656022845957,2.51607570094215,2.35186331039508,1.28614004954686,7,1893
"113",2020-06-15,3,75.5,20.9,46,18,8.7,32.5,-18,-12,16,-34,-24,7,2020-06-15,1.1611909778223,1.15968617153431,1.04207679790938,1.24986871385005,2.58669493450228,2.33961989346383,1.36753217400798,3,763
"114",2020-06-16,2,70.7,21.9,46,13,8.7,34.2,-13,-8,49,-31,-24,7,2020-06-16,1.16461705749959,1.16493044070206,1.03947204018576,1.24949648735377,2.66137394788588,2.33526977837323,1.37746145051893,2,505
"115",2020-06-17,2,82.7,20.9,38,12,8.7,29.7,-16,-9,31,-33,-25,7,2020-06-17,1.1661657909408,1.16448598800387,1.08232907876767,1.29531501891798,2.74012194698353,2.33858521978354,1.15168548429149,2,604
"116",2020-06-18,4,61.4,20.8,30,11,10.1,33.3,-13,-11,55,-29,-25,6,2020-06-18,1.16701638888157,1.16342280536891,1.05569573128338,1.25689021088928,2.82293380756564,2.34934659583698,2.55741923717669,4,544
"117",2020-06-19,5,67.7,19.4,21,10,10.1,38.2,-14,-8,52,-29,-26,5,2020-06-19,1.16832406267004,1.16639979235365,1.0698051507375,1.27525423235081,2.90934844289808,2.36733671927603,2.07523279389039,5,838
"118",2020-06-20,6,58.5,22.9,25,10,16,43.5,-16,-12,58,-16,-14,-2,2020-06-20,1.16600704224531,1.16348717044571,1.04842912857175,1.25817517258646,2.99893841018582,2.39232247570779,1.93048482658296,6,1081
